5.63132 0
5.58452 0.0468035
5.57102 0.0302042
5.54592 0.0329607
5.53753 0.0268726
5.5501 0.0252844
5.52388 0.0338205
5.50243 0.0363054
5.50462 0.0320933
5.49225 0.0312596
5.49762 0.0287815
5.49833 0.0262833
5.49587 0.0243022
5.49826 0.0226267
5.50252 0.0214904
5.49774 0.0206632
5.49661 0.0194426
5.48995 0.0195009
5.48265 0.0198389
5.4842 0.0188842
5.48499 0.01798
5.48054 0.0177117
5.4722 0.018869
5.47243 0.0180673
5.47136 0.0173627
5.46698 0.0172474
5.4613 0.0175427
5.46517 0.0173428
5.46299 0.0168751
5.46366 0.0163165
5.46489 0.0158288
5.46415 0.0153437
5.46911 0.0156746
5.46433 0.0159373
5.45877 0.016445
5.46136 0.0161905
5.4605 0.0157708
5.46031 0.0153513
5.45854 0.0150566
5.4612 0.0149148
5.46026 0.0145771
5.46105 0.0142475
5.46209 0.0139511
5.46789 0.0148128
5.46571 0.014642
5.46383 0.0144437
5.4657 0.0142563
5.46581 0.0139566
5.46647 0.0136849
5.46647 0.0134084
5.46563 0.0131699
5.46602 0.0129201
5.46234 0.0131986
5.46152 0.0129778
5.46398 0.0129746
5.46401 0.0127408
5.46301 0.012555
5.46243 0.0123505
5.46158 0.0121686
5.46138 0.0119658
5.46245 0.0118166
5.46296 0.0116354
5.46347 0.0114609
5.4628 0.0113007
5.46319 0.0111324
5.4647 0.0110662
5.46407 0.010918
5.46476 0.0107785
5.46387 0.0106586
5.46476 0.0105433
5.46576 0.0104416
5.46749 0.01044
5.46667 0.0103284
5.46825 0.0103089
5.46704 0.010242
5.4668 0.0101093
5.4655 0.0100607
5.4655 0.00993084
5.46473 0.00983387
5.46293 0.00987701
5.46369 0.00978424
5.46385 0.00966549
5.46399 0.00954942
5.46339 0.00945419
5.46442 0.00939803
5.46505 0.00930966
5.46411 0.00924971
5.46287 0.00922741
5.46221 0.00914687
5.46254 0.0090505
5.464 0.0090685
5.46423 0.00897246
5.46187 0.00918448
5.45947 0.00939722
5.45928 0.00929978
5.46058 0.00929444
5.46161 0.00925507
5.46093 0.00918519
5.46053 0.00910071
5.46023 0.00901429
