0.122649 0.186231 0.879663 0.579422 0.462278 0.821413 0.715639 0.695699 -0.701984 0.560778 1.10236 -50.3895 
0.593749 0.106655 -0.836972 0.835171 0.275039 1.07513 0.77925 1.26628 1.37594 0.578524 1.10952 0.165503 
0.166787 0.324718 13.1039 0.584616 1.61432 4.58098 0.589503 1.10095 -1.30066 0.577522 1.17983 0.82326 
0.310255 1.04907 -1.0505 0.330845 1.01204 0.28293 0.489187 0.879479 2.33008 0.576421 1.20559 -1.55154 
0.6077 0.00540007 -2.14778 1.04733 0.112491 -1.68781 0.781988 0.91457 -2.44197 0.620747 1.10317 0.386872 
0.0162102 0.410878 1.33336 0.449254 1.30908 5.15245 0.549069 1.00067 -1.48871 0.483098 1.11935 -0.490539 
0.695842 0.223913 1.54592 0.920232 0.357106 0.0623967 0.525806 1.65068 -1.44486 0.567657 1.06554 0.0431741 
0.314714 0.726576 0.101628 0.737533 1.36182 7.55869 0.727897 2.11561 -3.09199 0.59505 1.16649 0.646076 
0.852984 0.969225 -0.344326 0.887867 0.753784 -2.23347 0.656584 0.674041 -8.41402 0.630889 0.95253 0.416446 
0.287594 1.19129 -0.657588 0.431864 1.42022 0.214722 0.500238 1.55957 -0.450653 0.505138 1.21902 -0.870981 
0.294383 0.0862181 -0.546851 0.890349 1.26902 0.0945774 0.687011 1.17055 -0.648689 0.609794 1.09146 0.41734 
0.500778 0.382686 -4.32288 1.03613 0.443991 -0.945822 0.66525 1.06868 3.43909 0.56997 1.04581 2.14208 
0.62169 0.95084 0.778735 0.625535 1.38677 0.795302 0.624405 1.47823 0.653218 0.591265 1.14371 0.812491 
0.48411 0.257361 -0.342544 0.985292 0.738393 -1.05447 0.564135 1.59853 -0.66352 0.534954 1.13649 -1.32564 
0.0451686 1.15014 2.25331 0.395481 3.70422 2.12537 0.397882 1.87038 1.61481 0.537192 1.28746 -0.728544 
0.976972 1.38086 -1.21413 0.632941 1.11363 -1.9722 0.671771 1.11917 -1.15235 0.566398 0.947673 -0.166487 
0.798015 1.20944 -1.53026 0.585686 1.33974 -0.991613 0.606536 1.27204 -0.855081 0.557513 1.14687 -0.249634 
0.787003 0.793663 1.46958 0.959527 1.34885 -6.77735 0.611289 1.01325 -8.04255 0.575475 1.08948 -12.5071 
0.641635 1.32663 -0.19076 0.680745 1.75145 -0.610672 0.581446 1.62653 0.0195302 0.571488 1.34084 -0.119967 
0.47423 0.848504 -0.426504 0.696949 0.700715 -0.893131 0.568587 0.819208 1.24201 0.58537 0.982205 2.65301 
0.394572 0.618769 0.192127 0.827831 0.419958 -1.441 0.712343 1.27893 1.67202 0.605084 1.16524 1.27389 
0.0344867 0.150631 -0.277166 0.412158 0.564187 -0.155364 0.533828 0.829864 -2.45141 0.618043 0.845287 1.29025 
0.325926 0.664189 -2.33265 0.778273 1.26711 -1.24157 0.617841 1.37375 -0.438152 0.59446 1.12718 -0.113428 
0.816438 1.31919 1.23784 1.09592 2.35193 1.16761 0.609249 1.39213 1.046 0.558619 1.36086 3.964 
0.0538717 0.305908 -0.0399615 0.612223 1.02857 -0.315122 0.57307 1.49177 0.505645 0.529973 1.03095 1.12217 
0.431756 0.438729 -0.0235015 0.835099 0.404745 -1.53259 0.656812 0.996161 -2.19189 0.554812 1.14558 -0.88802 
0.666088 1.21483 -0.565146 1.047 1.03569 1.15171 0.686268 0.813464 -0.0247322 0.574749 0.927634 -0.553562 
0.452897 0.326226 -0.136746 0.447972 2.25896 12.8874 0.522226 1.21257 1.55864 0.51969 1.0584 0.44091 
0.0306056 0.00253289 -0.743883 0.311342 1.49033 -0.805002 0.538546 1.7548 -1.45667 0.533268 1.20747 -3.11322 
0.51075 0.39778 -0.671334 0.491306 0.737893 -1.74834 0.467043 1.41685 -0.973447 0.509638 1.15015 0.731196 
0.084206 0.14078 -2.31929 0.589043 0.49516 -1.70372 0.429534 0.823954 -0.129648 0.515104 1.0532 -1.3291 
0.424993 0.345075 11.529 0.447617 1.16404 8.34533 0.582527 0.744795 1.80761 0.547289 1.10391 0.717608 
0.86191 0.566431 1.46495 0.625841 0.923747 1.18688 0.679047 0.802642 0.55892 0.564457 1.13176 0.90259 
0.77149 1.05663 0.235477 0.841642 1.31177 -1.24421 0.755532 1.09268 6.57623 0.57132 1.0455 -0.600665 
0.478879 1.17504 0.965664 0.448705 0.760725 0.933539 0.620352 1.04902 0.180035 0.572097 1.17208 0.739075 
0.792532 0.0603154 -3.14368 0.867022 1.18871 -0.302034 0.763041 1.27585 0.645448 0.539236 1.18414 1.92745 
0.342632 0.804682 0.720996 0.709657 1.29554 -1.61242 0.707711 0.775652 -1.70605 0.589223 1.09061 3.0463 
0.141838 1.02629 -4.12943 0.649809 1.28276 2.79512 0.683519 1.32806 2.08684 0.557153 1.19563 -1.21192 
0.202251 2.27951 -2.62361 0.378985 2.70207 16.0393 0.668052 1.74194 4.16203 0.562417 1.24058 1.3264 
0.825993 0.68081 -41.2868 1.24704 0.957584 -18.7323 0.762676 0.77358 -3.52811 0.54176 1.17646 -0.314324 
0.230721 2.03944 107.399 0.522009 1.44209 53.8296 0.619561 1.00235 10.9023 0.550227 1.16352 2.41415 
0.83939 0.634396 -0.961621 0.919661 2.71393 -1.47091 0.55974 1.50128 1.19484 0.535679 1.08536 142.116 
0.434746 0.630871 -0.462558 0.3785 0.882521 -0.318182 0.482912 1.47733 0.595705 0.573344 1.06944 2.30781 
0.0718433 0.0966289 -3.34192 0.517731 0.371068 -7.11337 0.591386 0.849984 13.2522 0.553757 1.23843 2.51681 
0.242073 0.262156 2.65544 0.747755 0.828161 2.53254 0.67239 1.17625 0.30763 0.58044 1.10839 1.1435 
0.941048 2.64562 0.125761 1.24745 2.66548 -0.0181176 0.857226 1.42538 -6.12945 0.610967 1.26199 -2.41636 
0.49927 0.111846 -5.71669 0.994984 0.961064 -4.35689 0.833549 1.43942 -0.0830725 0.590434 1.38262 -1.01229 
0.0179581 3.45214 1.29706 0.50469 2.32098 0.15829 0.549373 1.2074 -0.383454 0.567679 1.18298 1.58863 
0.500842 2.55317 1.76298 1.22677 2.1874 1.03558 0.75052 1.13051 -0.0879768 0.596192 1.03978 2.77866 
0.152204 0.169439 17.8509 0.630606 0.382313 9.31122 0.690507 1.02228 2.12691 0.579427 1.05462 -0.115289 
0.689315 0.2218 0.26159 0.690987 0.357749 1.75336 0.783812 1.31097 0.327999 0.612635 1.05422 -0.473088 
0.7301 0.0374299 0.138986 0.755559 1.39219 2.13406 0.622408 1.05846 -3.75984 0.525498 1.14833 -0.918805 
0.555736 2.42708 -0.3981 0.943997 1.75752 -1.03401 0.439852 1.91089 7.54495 0.536756 1.23253 1.68698 
0.26397 1.72866 -8.41201 0.94912 1.19036 -6.99505 0.648572 1.14204 -1.26754 0.508013 1.3395 -2.45198 
0.0392586 0.962744 -0.543327 0.552207 1.06657 -0.0722065 0.693709 0.905518 -1.26222 0.578902 0.98884 1.21904 
0.109734 0.0914694 2.91932 0.772509 2.78843 1.54824 0.646392 1.03493 2.57955 0.641646 1.15315 0.0488543 
0.439033 0.524688 0.351598 0.613295 1.54557 2.05954 0.58335 1.3816 -3.16471 0.53682 1.08357 -10.1213 
0.595567 0.124821 -2.30651 0.675659 0.432936 -0.91984 0.455847 1.42759 -0.104482 0.600458 1.12503 0.0177996 
0.395993 0.0647975 0.386051 0.264521 1.2149 0.969188 0.400927 1.8235 1.40759 0.545272 1.14402 0.616891 
0.855691 0.00663689 0.328408 0.86213 0.541118 -0.32375 0.706388 1.48375 -50.2108 0.535488 1.41935 -5.41425 
0.83578 1.3336 -0.831896 0.769893 1.34798 -4.60924 0.709019 1.11608 1.98463 0.552354 1.13237 15.5296 
0.497973 1.06464 1.50451 0.84196 0.930406 0.803381 0.673872 1.1648 1.47512 0.607994 1.0597 2.46671 
0.883566 0.206397 -61.488 1.1147 1.32515 -30.8611 0.873545 1.4256 -5.14263 0.616391 1.14549 -0.559437 
0.721264 0.169834 -0.9903 0.857165 1.47948 -0.817011 0.72875 1.25309 -1.0629 0.588896 1.2588 18.3548 
0.26733 0.0824277 3.20404 0.521222 0.26388 1.33598 0.553014 0.777897 0.425572 0.566411 1.06053 -1.25255 
0.558725 0.402194 1.0664 1.1234 3.03994 -8.24537 0.812083 1.60569 -70.7852 0.571745 1.20277 -6.48553 
0.0799784 5.01153 9.23558 0.601301 3.1393 27.754 0.6212 1.99359 -1.59762 0.56952 1.03946 0.999399 
0.0741868 2.97759 1.35404 0.757447 2.33362 -3.31686 0.615368 1.07705 -0.945096 0.503512 1.03711 -3.08486 
0.0162805 1.04879 -1.92714 0.817018 1.79855 -1.49171 0.711245 1.41056 -1.6958 0.553427 1.14245 0.00981828 
0.467061 0.402634 0.534968 0.847831 0.620201 -2.97707 0.57951 1.03806 0.891647 0.575822 1.13327 -0.0864341 
0.109906 0.300676 0.209429 0.442697 0.772856 0.0784768 0.473049 1.3042 1.21779 0.555525 0.984483 4.00897 
0.326064 2.11138 -1.05318 0.854061 2.55507 -1.63017 0.737916 1.27204 -0.494146 0.575565 1.08141 -0.729677 
0.287937 2.08977 0.438796 0.83377 1.56954 -0.828016 0.513137 0.692525 -0.0789455 0.625211 1.1842 2.15997 
0.200296 0.0223625 0.666534 0.801685 0.944565 0.938458 0.763304 1.09987 1.12727 0.570176 1.08189 -3.76703 
0.529686 1.38896 -0.233757 0.501318 1.62873 -1.00422 0.650733 0.787696 -1.02369 0.57351 0.998546 -0.9047 
0.642661 0.097238 1.85375 1.00534 0.451491 -28.207 0.554436 0.989088 -5.97401 0.500431 0.908793 -0.726431 
0.49448 0.226331 0.502607 1.04299 2.16632 -0.391276 0.637124 1.15741 0.205593 0.592609 1.0242 -19.6061 
0.0597243 0.644183 -4.63648 0.424038 0.817093 -3.23218 0.588392 0.994208 -1.40613 0.548715 1.22971 -0.248323 
0.941034 0.132644 -0.111117 1.11759 0.369141 43.7273 0.878805 0.977305 8.50749 0.601404 1.03651 1.63361 
0.0259266 0.539264 -46.8982 0.430754 3.33023 -26.0416 0.593252 1.7731 -5.85051 0.585851 1.22523 4.38895 
0.458402 0.0267872 0.957471 0.387311 0.287881 -5.88708 0.492234 1.17473 -2.95993 0.54963 1.06641 -0.267585 
0.556813 2.06235 0.590608 0.642138 1.40632 23.3756 0.709566 1.23837 3.20826 0.546303 1.08532 0.620594 
0.286063 0.214637 0.642255 0.56977 0.47035 0.589615 0.551719 1.86747 25.7368 0.571597 1.28913 1.32252 
0.827718 0.529634 0.862123 0.57456 0.97549 1.30616 0.548439 1.58585 1.85755 0.531855 1.24786 -0.587103 
0.376873 0.533465 -2.54988 0.534546 0.784784 -18.6627 0.633634 0.829951 -1.56564 0.614723 0.921096 2.49189 
0.823737 0.130596 3.93985 0.51891 1.3301 1.05775 0.567748 0.826592 -2.41385 0.554429 1.14862 -0.675783 
0.785253 1.78182 -1.12415 0.90125 1.4658 -15.1586 0.605001 1.77532 -2.41456 0.53074 1.12468 -3.78808 
0.875368 0.422828 -1.19535 0.801235 0.557692 -2.49941 0.690854 0.843922 0.705743 0.601274 1.1285 -0.125422 
0.40236 1.30558 0.869946 0.650881 1.84503 -2.72226 0.719105 1.37432 1.23077 0.562032 1.29538 -0.970948 
